target,test_dataset,document,real_value,pred_value
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_3200/OCC_combined_3200.dl,2.3324333333333334,2.7098228784246072
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4000/OCC_combined_4000.dl,2.6692,3.2029743738798384
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4800/OCC_combined_4800.dl,2.330766666666667,3.336211709311611
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_5600/OCC_combined_5600.dl,3.666733333333333,3.6491077311210347
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_6400/OCC_combined_6400.dl,4.001033333333334,4.235379402027537
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_7200/OCC_combined_7200.dl,3.672866666666667,4.746150748105824
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_800/OCC_combined_800.dl,0.6671999999999999,1.2187995687177402
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8000/OCC_combined_8000.dl,5.3318,5.272735155086857
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8800/OCC_combined_8800.dl,5.332166666666667,5.3366994414472515
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_9600/OCC_combined_9600.dl,6.332666666666667,6.380782954815333
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_10000/LOC_combined_10000.dl,11.0,10.685004126505241
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_1200/LOC_combined_1200.dl,1.6673333333333333,1.932214707153784
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_1600/LOC_combined_1600.dl,1.9993,2.3502885576051735
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_2000/LOC_combined_2000.dl,2.3331,2.825649185571285
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_2400/LOC_combined_2400.dl,2.3332333333333333,3.139418957060341
